Teff,log_g,Fe_H,mu_000,mu_001,mu_005,mu_010,mu_020,mu_030,mu_050,mu_070,mu_080,mu_090,mu_100
 4980.19,5.00,-2.0, 0.00194, 0.23614, 0.36321, 0.45111, 0.56889, 0.65459, 0.78311, 0.88179, 0.92434, 0.96352, 1.00000
 5463.42,5.00,-2.0, 0.00198, 0.28145, 0.38444, 0.47005, 0.58513, 0.66698, 0.78970, 0.88484, 0.92618, 0.96436, 1.00000
 4042.38,1.50,-1.0, 0.00176, 0.24859, 0.33654, 0.39221, 0.47605, 0.54975, 0.68697, 0.81657, 0.87903, 0.94015, 1.00000
 4472.00,1.50,-1.0, 0.00193, 0.30642, 0.38411, 0.43938, 0.52361, 0.59715, 0.72765, 0.84357, 0.89759, 0.94969, 1.00000
 4047.76,2.00,-1.0, 0.00181, 0.26280, 0.33620, 0.39136, 0.47527, 0.54829, 0.68422, 0.81369, 0.87681, 0.93884, 1.00000
 4498.97,2.00,-1.0, 0.00187, 0.30996, 0.37875, 0.43074, 0.51307, 0.58601, 0.71793, 0.83732, 0.89364, 0.94781, 1.00000
 4063.17,2.50,-1.0, 0.00181, 0.25055, 0.32751, 0.38760, 0.47720, 0.55250, 0.68845, 0.81633, 0.87858, 0.93974, 1.00000
 4508.09,2.50,-1.0, 0.00187, 0.29595, 0.37226, 0.42587, 0.50938, 0.58240, 0.71447, 0.83495, 0.89183, 0.94678, 1.00000
 4503.05,3.00,-1.0, 0.00186, 0.28091, 0.35643, 0.41209, 0.49682, 0.57048, 0.70448, 0.82811, 0.88705, 0.94433, 1.00000
 5476.23,3.00,-1.0, 0.00207, 0.37355, 0.45064, 0.50938, 0.59461, 0.66263, 0.77580, 0.87285, 0.91755, 0.95997, 1.00000
 4975.93,3.50,-1.0, 0.00190, 0.32232, 0.39019, 0.44450, 0.53110, 0.60568, 0.73548, 0.84909, 0.90167, 0.95192, 1.00000
 5450.91,3.50,-1.0, 0.00201, 0.36188, 0.43470, 0.49416, 0.58230, 0.65309, 0.77032, 0.86996, 0.91548, 0.95886, 1.00000
 5907.99,3.50,-1.0, 0.00204, 0.38121, 0.46946, 0.53466, 0.62200, 0.68828, 0.79520, 0.88472, 0.92526, 0.96380, 1.00000
 4956.78,4.00,-1.0, 0.00188, 0.30749, 0.37661, 0.43194, 0.52097, 0.59751, 0.73075, 0.84685, 0.90029, 0.95126, 1.00000
 5437.76,4.00,-1.0, 0.00236, 0.35487, 0.42326, 0.47964, 0.56711, 0.63966, 0.76144, 0.86489, 0.91218, 0.95716, 1.00000
 5958.44,4.00,-1.0, 0.00204, 0.37747, 0.45439, 0.51533, 0.60141, 0.66931, 0.78129, 0.87650, 0.91992, 0.96107, 1.00000
 6413.03,4.00,-1.0, 0.00207, 0.38149, 0.48112, 0.54845, 0.63524, 0.69991, 0.80317, 0.88931, 0.92831, 0.96513, 1.00000
 5765.80,4.44,-1.0, 0.00200, 0.35054, 0.42729, 0.49210, 0.58522, 0.65788, 0.77551, 0.87353, 0.91796, 0.96001, 1.00000
 4953.63,4.50,-1.0, 0.00188, 0.29714, 0.36086, 0.41638, 0.50640, 0.58521, 0.72300, 0.84288, 0.89786, 0.95015, 1.00000
 5506.04,4.50,-1.0, 0.00194, 0.34362, 0.40848, 0.46805, 0.56175, 0.63812, 0.76370, 0.86776, 0.91443, 0.95841, 1.00000
 5961.60,4.50,-1.0, 0.00201, 0.34788, 0.43641, 0.50378, 0.59658, 0.66781, 0.78244, 0.87777, 0.92083, 0.96150, 1.00000
 6435.89,4.50,-1.0, 0.00207, 0.39349, 0.47853, 0.54213, 0.62736, 0.69265, 0.79833, 0.88670, 0.92664, 0.96439, 1.00000
 4971.82,5.00,-1.0, 0.00187, 0.30034, 0.36157, 0.41827, 0.50893, 0.58851, 0.72730, 0.84657, 0.90066, 0.95170, 1.00000
 5528.91,5.00,-1.0, 0.00196, 0.34402, 0.40293, 0.45920, 0.55279, 0.63105, 0.76010, 0.86644, 0.91380, 0.95823, 1.00000
 3899.43,2.00,-0.5, 0.00000, 0.26536, 0.34389, 0.40007, 0.48609, 0.55951, 0.69277, 0.81828, 0.87955, 0.94009, 1.00000
 4461.67,2.00,-0.5, 0.00000, 0.30396, 0.39107, 0.44661, 0.52944, 0.59969, 0.72525, 0.84011, 0.89493, 0.94815, 1.00000
 3899.65,2.50,-0.5, 0.00000, 0.25927, 0.33253, 0.39011, 0.47912, 0.55471, 0.69040, 0.81714, 0.87875, 0.93970, 1.00000
 4503.34,2.50,-0.5, 0.00000, 0.31152, 0.39232, 0.44637, 0.52646, 0.59498, 0.71963, 0.83555, 0.89133, 0.94597, 1.00000
 4950.97,2.50,-0.5, 0.00000, 0.36279, 0.43999, 0.49026, 0.56872, 0.63595, 0.75405, 0.85961, 0.90887, 0.95595, 1.00000
 4912.91,3.00,-0.5, 0.00000, 0.35082, 0.42467, 0.47602, 0.55396, 0.62118, 0.74153, 0.85073, 0.90217, 0.95189, 1.00000
 5479.60,3.00,-0.5, 0.00000, 0.38063, 0.45514, 0.50956, 0.59165, 0.65873, 0.77245, 0.87115, 0.91662, 0.95976, 1.00000
 4344.11,3.50,-0.5, 0.00000, 0.25603, 0.34593, 0.40943, 0.50045, 0.57530, 0.70749, 0.82891, 0.88719, 0.94420, 1.00000
 4917.82,3.50,-0.5, 0.00000, 0.33781, 0.41398, 0.46677, 0.54625, 0.61451, 0.73678, 0.84772, 0.90014, 0.95088, 1.00000
 5505.98,3.50,-0.5, 0.00000, 0.37115, 0.44481, 0.50015, 0.58389, 0.65304, 0.76982, 0.86989, 0.91559, 0.95901, 1.00000
 5988.06,3.50,-0.5, 0.00000, 0.38754, 0.47650, 0.53968, 0.62572, 0.69145, 0.79694, 0.88559, 0.92590, 0.96409, 1.00000
 4441.77,4.00,-0.5, 0.00000, 0.25774, 0.34478, 0.40727, 0.49941, 0.57577, 0.70947, 0.83093, 0.88875, 0.94504, 1.00000
 4910.47,4.00,-0.5, 0.00000, 0.37258, 0.44281, 0.49207, 0.56737, 0.63225, 0.74875, 0.85471, 0.90479, 0.95315, 1.00000
 5513.71,4.00,-0.5, 0.00000, 0.36258, 0.43464, 0.48867, 0.57160, 0.64105, 0.75991, 0.86317, 0.91084, 0.95639, 1.00000
 6038.71,4.00,-0.5, 0.00000, 0.37828, 0.46122, 0.52246, 0.60842, 0.67571, 0.78590, 0.87891, 0.92132, 0.96157, 1.00000
 6455.69,4.00,-0.5, 0.00000, 0.38632, 0.48421, 0.55185, 0.63961, 0.70415, 0.80636, 0.89125, 0.92968, 0.96594, 1.00000
 5718.03,4.44,-0.5, 0.00000, 0.36382, 0.43535, 0.49121, 0.57664, 0.64696, 0.76546, 0.86695, 0.91347, 0.95776, 1.00000
 4383.32,4.50,-0.5, 0.00000, 0.25771, 0.34567, 0.41119, 0.50771, 0.58570, 0.71859, 0.83698, 0.89291, 0.94719, 1.00000
 5457.22,4.50,-0.5, 0.00000, 0.35565, 0.42088, 0.47358, 0.55778, 0.62956, 0.75311, 0.86012, 0.90913, 0.95574, 1.00000
 5968.38,4.50,-0.5, 0.00000, 0.37062, 0.44665, 0.50509, 0.59156, 0.66119, 0.77627, 0.87366, 0.91805, 0.96011, 1.00000
 6503.68,4.50,-0.5, 0.00000, 0.39192, 0.47888, 0.54110, 0.62650, 0.69217, 0.79837, 0.88684, 0.92682, 0.96451, 1.00000
 6986.84,4.50,-0.5, 0.00000, 0.40833, 0.51282, 0.57593, 0.65761, 0.71876, 0.81630, 0.89718, 0.93365, 0.96787, 1.00000
 4447.10,5.00,-0.5, 0.00000, 0.26264, 0.35572, 0.42501, 0.52519, 0.60384, 0.73455, 0.84766, 0.90028, 0.95096, 1.00000
 4860.02,5.00,-0.5, 0.00000, 0.31570, 0.37690, 0.43018, 0.51463, 0.58850, 0.72096, 0.83992, 0.89546, 0.94875, 1.00000
 4014.99,1.50, 0.0, 0.00176, 0.22500, 0.31340, 0.37027, 0.45701, 0.53242, 0.67236, 0.80644, 0.87187, 0.93656, 1.00000
 4070.69,2.00, 0.0, 0.00178, 0.25373, 0.33519, 0.38872, 0.47112, 0.54365, 0.67962, 0.81043, 0.87454, 0.93779, 1.00000
 4554.69,2.00, 0.0, 0.00188, 0.28671, 0.36899, 0.42771, 0.51511, 0.58885, 0.72057, 0.83925, 0.89485, 0.94833, 1.00000
 4881.31,2.00, 0.0, 0.00238, 0.33150, 0.43392, 0.48908, 0.57316, 0.64374, 0.76245, 0.86463, 0.91187, 0.95692, 1.00000
 3958.11,2.50, 0.0, 0.00174, 0.25712, 0.32795, 0.37976, 0.46240, 0.53577, 0.67323, 0.80581, 0.87100, 0.93576, 1.00000
 4533.90,2.50, 0.0, 0.00184, 0.28623, 0.36499, 0.41865, 0.50111, 0.57314, 0.70537, 0.82850, 0.88729, 0.94443, 1.00000
 5015.94,2.50, 0.0, 0.00195, 0.32135, 0.39937, 0.45242, 0.53539, 0.60752, 0.73460, 0.84770, 0.90055, 0.95121, 1.00000
 4508.67,3.00, 0.0, 0.00183, 0.27780, 0.35410, 0.40785, 0.49061, 0.56309, 0.69689, 0.82265, 0.88318, 0.94230, 1.00000
 5010.39,3.00, 0.0, 0.00192, 0.32679, 0.39978, 0.45102, 0.53318, 0.60511, 0.73313, 0.84718, 0.90023, 0.95114, 1.00000
 5459.13,3.00, 0.0, 0.00199, 0.36565, 0.43581, 0.49241, 0.57944, 0.64997, 0.76773, 0.86817, 0.91434, 0.95827, 1.00000
 4548.87,3.50, 0.0, 0.00179, 0.25895, 0.34160, 0.39884, 0.48483, 0.55902, 0.69483, 0.82161, 0.88253, 0.94196, 1.00000
 5011.53,3.50, 0.0, 0.00186, 0.30532, 0.38072, 0.43473, 0.51960, 0.59320, 0.72435, 0.84181, 0.89668, 0.94939, 1.00000
 5560.38,3.50, 0.0, 0.00201, 0.35799, 0.43349, 0.49001, 0.57699, 0.64849, 0.76782, 0.86907, 0.91509, 0.95864, 1.00000
 6025.18,3.50, 0.0, 0.00210, 0.39267, 0.48183, 0.54547, 0.63212, 0.69637, 0.79926, 0.88621, 0.92610, 0.96408, 1.00000
 4524.22,4.00, 0.0, 0.00038, 0.24272, 0.32683, 0.38579, 0.47502, 0.55154, 0.69016, 0.81894, 0.88078, 0.94108, 1.00000
 4992.30,4.00, 0.0, 0.00188, 0.29536, 0.37361, 0.42871, 0.51380, 0.58743, 0.71939, 0.83853, 0.89443, 0.94819, 1.00000
 5509.78,4.00, 0.0, 0.00193, 0.34656, 0.42012, 0.47480, 0.56006, 0.63202, 0.75514, 0.86115, 0.90979, 0.95603, 1.00000
 6014.61,4.00, 0.0, 0.00202, 0.37693, 0.45396, 0.51219, 0.59864, 0.66743, 0.78066, 0.87613, 0.91963, 0.96102, 1.00000
 6432.73,4.00, 0.0, 0.00209, 0.40150, 0.49068, 0.55177, 0.63531, 0.69948, 0.80287, 0.88922, 0.92830, 0.96519, 1.00000
 5787.92,4.44, 0.0, 0.00196, 0.35124, 0.42831, 0.48501, 0.57098, 0.64209, 0.76252, 0.86564, 0.91274, 0.95748, 1.00000
 4532.22,4.50, 0.0, 0.00179, 0.24226, 0.32036, 0.38019, 0.47281, 0.55124, 0.69129, 0.82012, 0.88167, 0.94159, 1.00000
 4982.27,4.50, 0.0, 0.00182, 0.28857, 0.36372, 0.41861, 0.50558, 0.58112, 0.71611, 0.83719, 0.89370, 0.94790, 1.00000
 5530.74,4.50, 0.0, 0.00196, 0.32950, 0.40360, 0.46019, 0.54699, 0.62013, 0.74628, 0.85587, 0.90621, 0.95420, 1.00000
 6020.75,4.50, 0.0, 0.00203, 0.36777, 0.44384, 0.50176, 0.58820, 0.65820, 0.77439, 0.87262, 0.91736, 0.95975, 1.00000
 6491.63,4.50, 0.0, 0.00205, 0.37693, 0.46589, 0.52935, 0.61717, 0.68468, 0.79358, 0.88414, 0.92507, 0.96368, 1.00000
 6907.57,4.50, 0.0, 0.00168, 0.39489, 0.49597, 0.56275, 0.64942, 0.71343, 0.81393, 0.89617, 0.93296, 0.96758, 1.00000
 4526.03,5.00, 0.0, 0.00180, 0.23011, 0.31689, 0.38275, 0.48102, 0.56179, 0.70186, 0.82736, 0.88669, 0.94416, 1.00000
 4976.20,5.00, 0.0, 0.00198, 0.26424, 0.33532, 0.39407, 0.48673, 0.56644, 0.70740, 0.83274, 0.89096, 0.94660, 1.00000
 5509.50,5.00, 0.0, 0.00191, 0.32941, 0.39935, 0.45426, 0.54169, 0.61626, 0.74488, 0.85571, 0.90633, 0.95432, 1.00000
 4056.19,2.00, 0.5, 0.00000, 0.22416, 0.30615, 0.36137, 0.44715, 0.52342, 0.66619, 0.80275, 0.86938, 0.93508, 1.00000
 3953.50,2.50, 0.5, 0.00000, 0.25829, 0.32811, 0.37756, 0.45616, 0.52728, 0.66371, 0.79818, 0.86528, 0.93239, 1.00000
 4470.97,2.50, 0.5, 0.00000, 0.23045, 0.32347, 0.38261, 0.47044, 0.54593, 0.68463, 0.81481, 0.87764, 0.93899, 1.00000
 4490.40,3.00, 0.5, 0.00000, 0.24690, 0.33322, 0.38998, 0.47534, 0.54921, 0.68583, 0.81528, 0.87798, 0.93949, 1.00000
 4963.15,3.00, 0.5, 0.00000, 0.27830, 0.36220, 0.41867, 0.50499, 0.57972, 0.71339, 0.83438, 0.89139, 0.94647, 1.00000
 4531.27,3.50, 0.5, 0.00000, 0.23084, 0.31926, 0.37939, 0.46878, 0.54509, 0.68428, 0.81489, 0.87791, 0.93961, 1.00000
 4988.91,3.50, 0.5, 0.00000, 0.28652, 0.36677, 0.42211, 0.50747, 0.58132, 0.71441, 0.83546, 0.89244, 0.94734, 1.00000
 4549.22,4.00, 0.5, 0.00000, 0.23101, 0.31539, 0.37560, 0.46610, 0.54321, 0.68313, 0.81401, 0.87722, 0.93915, 1.00000
 5083.68,4.00, 0.5, 0.00000, 0.28563, 0.36481, 0.42065, 0.50645, 0.58049, 0.71352, 0.83446, 0.89151, 0.94661, 1.00000
 5542.42,4.00, 0.5, 0.00000, 0.32346, 0.40141, 0.45609, 0.54069, 0.61326, 0.74073, 0.85274, 0.90434, 0.95344, 1.00000
 5824.45,4.44, 0.5, 0.00000, 0.32612, 0.40697, 0.46493, 0.55310, 0.62647, 0.75169, 0.85943, 0.90870, 0.95540, 1.00000
 4543.15,4.50, 0.5, 0.00000, 0.32156, 0.38717, 0.43946, 0.52122, 0.59126, 0.71727, 0.83432, 0.89069, 0.94591, 1.00000
 5056.36,4.50, 0.5, 0.00000, 0.27480, 0.35279, 0.40885, 0.49563, 0.57080, 0.70651, 0.83037, 0.88888, 0.94539, 1.00000
 5554.75,4.50, 0.5, 0.00000, 0.32368, 0.40024, 0.45427, 0.53831, 0.61051, 0.73776, 0.85033, 0.90252, 0.95237, 1.00000
 5938.44,4.50, 0.5, 0.00000, 0.34758, 0.42491, 0.47998, 0.56504, 0.63655, 0.75873, 0.86358, 0.91140, 0.95677, 1.00000
 4953.82,5.00, 0.5, 0.00000, 0.26692, 0.34131, 0.39819, 0.48686, 0.56329, 0.70079, 0.82662, 0.88627, 0.94404, 1.00000
 5550.69,5.00, 0.5, 0.00000, 0.29708, 0.37635, 0.43409, 0.52294, 0.59851, 0.73066, 0.84658, 0.90006, 0.95105, 1.00000
